Id,10dORHV,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,RSI_Oversold,len,oversold,RSI_Overbought,len,overbought,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,10dORHV,stockpx
339,10dORHV,339,2011-05-10 00:00:00,,,,25.84,,,stockpx,339,2011-05-10 00:00:00,,,,25.48,,,HVStrategy,339,734267.0,RSI_Oversold,339,0.0,RSI_Overbought,339,,Broker,339,100018.02647000004,100018.02647000004,BuySell,339,,,BuySell,339,,,DataTrades,339,,
340,10dORHV,340,2011-05-11 00:00:00,,,,26.3,,,stockpx,340,2011-05-11 00:00:00,,,,25.28,,,HVStrategy,340,734268.0,RSI_Oversold,340,0.0,RSI_Overbought,340,,Broker,340,100018.02647000004,100018.02647000004,BuySell,340,,,BuySell,340,,,DataTrades,340,,
341,10dORHV,341,2011-05-12 00:00:00,,,,25.43,,,stockpx,341,2011-05-12 00:00:00,,,,25.31,,,HVStrategy,341,734269.0,RSI_Oversold,341,0.0,RSI_Overbought,341,,Broker,341,100018.02647000004,100018.02647000004,BuySell,341,,,BuySell,341,,,DataTrades,341,,
342,10dORHV,342,2011-05-13 00:00:00,,,,21.02,,,stockpx,342,2011-05-13 00:00:00,,,,25.06,,,HVStrategy,342,734270.0,RSI_Oversold,342,0.0,RSI_Overbought,342,,Broker,342,100018.02647000004,100018.02647000004,BuySell,342,,,BuySell,342,,,DataTrades,342,,
343,10dORHV,343,2011-05-16 00:00:00,,,,22.16,,,stockpx,343,2011-05-16 00:00:00,,,,24.68,,,HVStrategy,343,734273.0,RSI_Oversold,343,0.0,RSI_Overbought,343,,Broker,343,100018.02647000004,100018.02647000004,BuySell,343,,,BuySell,343,,,DataTrades,343,,
344,10dORHV,344,2011-05-17 00:00:00,,,,22.06,,,stockpx,344,2011-05-17 00:00:00,,,,24.52,,,HVStrategy,344,734274.0,RSI_Oversold,344,0.0,RSI_Overbought,344,,Broker,344,100018.02647000004,100018.02647000004,BuySell,344,,,BuySell,344,,,DataTrades,344,,
345,10dORHV,345,2011-05-18 00:00:00,,,,21.83,,,stockpx,345,2011-05-18 00:00:00,,,,24.67,,,HVStrategy,345,734275.0,RSI_Oversold,345,0.0,RSI_Overbought,345,,Broker,345,100018.02647000004,100018.02647000004,BuySell,345,,,BuySell,345,,,DataTrades,345,,
346,10dORHV,346,2011-05-19 00:00:00,,,,21.82,,,stockpx,346,2011-05-19 00:00:00,,,,24.7,,,HVStrategy,346,734276.0,RSI_Oversold,346,0.0,RSI_Overbought,346,,Broker,346,100018.02647000004,100018.02647000004,BuySell,346,,,BuySell,346,,,DataTrades,346,,
347,10dORHV,347,2011-05-20 00:00:00,,,,20.43,,,stockpx,347,2011-05-20 00:00:00,,,,24.49,,,HVStrategy,347,734277.0,RSI_Oversold,347,0.0,RSI_Overbought,347,,Broker,347,100018.02647000004,100018.02647000004,BuySell,347,,,BuySell,347,,,DataTrades,347,,
348,10dORHV,348,2011-05-23 00:00:00,,,,21.91,,,stockpx,348,2011-05-23 00:00:00,,,,24.18,,,HVStrategy,348,734280.0,RSI_Oversold,348,0.0,RSI_Overbought,348,,Broker,348,100018.02647000004,100018.02647000004,BuySell,348,,,BuySell,348,,,DataTrades,348,,
349,10dORHV,349,2011-05-24 00:00:00,,,,16.0,,,stockpx,349,2011-05-24 00:00:00,,,,24.2,,,HVStrategy,349,734281.0,RSI_Oversold,349,0.0,RSI_Overbought,349,,Broker,349,100018.02647000004,100018.02647000004,BuySell,349,,,BuySell,349,,,DataTrades,349,,
350,10dORHV,350,2011-05-25 00:00:00,,,,14.95,,,stockpx,350,2011-05-25 00:00:00,,,,24.26,,,HVStrategy,350,734282.0,RSI_Oversold,350,0.0,RSI_Overbought,350,,Broker,350,100018.02647000004,100018.02647000004,BuySell,350,,,BuySell,350,,,DataTrades,350,,
351,10dORHV,351,2011-05-26 00:00:00,,,,16.55,,,stockpx,351,2011-05-26 00:00:00,,,,24.76,,,HVStrategy,351,734283.0,RSI_Oversold,351,0.0,RSI_Overbought,351,,Broker,351,100018.02647000004,100018.02647000004,BuySell,351,,,BuySell,351,,,DataTrades,351,,
352,10dORHV,352,2011-05-27 00:00:00,,,,15.73,,,stockpx,352,2011-05-27 00:00:00,,,,24.79,,,HVStrategy,352,734284.0,RSI_Oversold,352,0.0,RSI_Overbought,352,,Broker,352,100018.02647000004,100018.02647000004,BuySell,352,,,BuySell,352,,,DataTrades,352,,
353,10dORHV,353,2011-05-31 00:00:00,,,,13.98,,,stockpx,353,2011-05-31 00:00:00,,,,24.98,,,HVStrategy,353,734288.0,RSI_Oversold,353,0.0,RSI_Overbought,353,,Broker,353,100018.02647000004,100018.02647000004,BuySell,353,,,BuySell,353,,,DataTrades,353,,
354,10dORHV,354,2011-06-01 00:00:00,,,,17.78,,,stockpx,354,2011-06-01 00:00:00,,,,24.44,,,HVStrategy,354,734289.0,RSI_Oversold,354,0.0,RSI_Overbought,354,,Broker,354,100018.02647000004,100018.02647000004,BuySell,354,,,BuySell,354,,,DataTrades,354,,
355,10dORHV,355,2011-06-02 00:00:00,,,,19.11,,,stockpx,355,2011-06-02 00:00:00,,,,24.23,,,HVStrategy,355,734290.0,RSI_Oversold,355,0.0,RSI_Overbought,355,,Broker,355,100018.02647000004,100018.02647000004,BuySell,355,,,BuySell,355,,,DataTrades,355,,
356,10dORHV,356,2011-06-03 00:00:00,,,,19.16,,,stockpx,356,2011-06-03 00:00:00,,,,23.93,,,HVStrategy,356,734291.0,RSI_Oversold,356,0.0,RSI_Overbought,356,,Broker,356,100018.02647000004,100018.02647000004,BuySell,356,,,BuySell,356,,,DataTrades,356,,
357,10dORHV,357,2011-06-06 00:00:00,,,,18.81,,,stockpx,357,2011-06-06 00:00:00,,,,24.13,,,HVStrategy,357,734294.0,RSI_Oversold,357,0.0,RSI_Overbought,357,,Broker,357,100018.02647000004,100018.02647000004,BuySell,357,,,BuySell,357,,,DataTrades,357,,
358,10dORHV,358,2011-06-07 00:00:00,,,,18.14,,,stockpx,358,2011-06-07 00:00:00,,,,23.97,,,HVStrategy,358,734295.0,RSI_Oversold,358,0.0,RSI_Overbought,358,,Broker,358,100018.02647000004,100018.02647000004,BuySell,358,,,BuySell,358,,,DataTrades,358,,
359,10dORHV,359,2011-06-08 00:00:00,,,,18.31,,,stockpx,359,2011-06-08 00:00:00,,,,23.9,,,HVStrategy,359,734296.0,RSI_Oversold,359,0.0,RSI_Overbought,359,,Broker,359,100018.02647000004,100018.02647000004,BuySell,359,,,BuySell,359,,,DataTrades,359,,
360,10dORHV,360,2011-06-09 00:00:00,,,,18.31,,,stockpx,360,2011-06-09 00:00:00,,,,24.01,,,HVStrategy,360,734297.0,RSI_Oversold,360,0.0,RSI_Overbought,360,,Broker,360,100018.02647000004,100018.02647000004,BuySell,360,,,BuySell,360,,,DataTrades,360,,
361,10dORHV,361,2011-06-10 00:00:00,,,,17.6,,,stockpx,361,2011-06-10 00:00:00,,,,23.73,,,HVStrategy,361,734298.0,RSI_Oversold,361,0.0,RSI_Overbought,361,,Broker,361,100018.02647000004,100018.02647000004,BuySell,361,,,BuySell,361,,,DataTrades,361,,
362,10dORHV,362,2011-06-13 00:00:00,,,,18.66,,,stockpx,362,2011-06-13 00:00:00,,,,24.05,,,HVStrategy,362,734301.0,RSI_Oversold,362,0.0,RSI_Overbought,362,,Broker,362,100018.02647000004,100018.02647000004,BuySell,362,,,BuySell,362,,,DataTrades,362,,
363,10dORHV,363,2011-06-14 00:00:00,,,,18.56,,,stockpx,363,2011-06-14 00:00:00,,,,24.24,,,HVStrategy,363,734302.0,RSI_Oversold,363,0.0,RSI_Overbought,363,,Broker,363,100018.02647000004,100018.02647000004,BuySell,363,,,BuySell,363,,,DataTrades,363,,
364,10dORHV,364,2011-06-15 00:00:00,,,,16.84,,,stockpx,364,2011-06-15 00:00:00,,,,23.74,,,HVStrategy,364,734303.0,RSI_Oversold,364,0.0,RSI_Overbought,364,,Broker,364,100018.02647000004,100018.02647000004,BuySell,364,,,BuySell,364,,,DataTrades,364,,
365,10dORHV,365,2011-06-16 00:00:00,,,,15.8,,,stockpx,365,2011-06-16 00:00:00,,,,24.01,,,HVStrategy,365,734304.0,RSI_Oversold,365,0.0,RSI_Overbought,365,,Broker,365,100018.02647000004,100018.02647000004,BuySell,365,,,BuySell,365,,,DataTrades,365,,
366,10dORHV,366,2011-06-17 00:00:00,,,,15.71,,,stockpx,366,2011-06-17 00:00:00,,,,24.27,,,HVStrategy,366,734305.0,RSI_Oversold,366,0.0,RSI_Overbought,366,,Broker,366,100018.02647000004,100018.02647000004,BuySell,366,,,BuySell,366,,,DataTrades,366,,
367,10dORHV,367,2011-06-20 00:00:00,,,,16.12,,,stockpx,367,2011-06-20 00:00:00,,,,24.49,,,HVStrategy,367,734308.0,RSI_Oversold,367,0.0,RSI_Overbought,367,,Broker,367,100018.02647000004,100018.02647000004,BuySell,367,,,BuySell,367,,,DataTrades,367,,
368,10dORHV,368,2011-06-21 00:00:00,,,,16.01,,,stockpx,368,2011-06-21 00:00:00,,,,24.72,,,HVStrategy,368,734309.0,RSI_Oversold,368,0.0,RSI_Overbought,368,,Broker,368,100018.02647000004,100018.02647000004,BuySell,368,,,BuySell,368,,,DataTrades,368,,
369,10dORHV,369,2011-06-22 00:00:00,,,,16.14,,,stockpx,369,2011-06-22 00:00:00,,,,24.67,,,HVStrategy,369,734310.0,RSI_Oversold,369,0.0,RSI_Overbought,369,,Broker,369,100018.02647000004,100018.02647000004,BuySell,369,,,BuySell,369,,,DataTrades,369,,
370,10dORHV,370,2011-06-23 00:00:00,,,,18.05,,,stockpx,370,2011-06-23 00:00:00,,,,24.6,,,HVStrategy,370,734311.0,RSI_Oversold,370,0.0,RSI_Overbought,370,,Broker,370,100018.02647000004,100018.02647000004,BuySell,370,,,BuySell,370,,,DataTrades,370,,
371,10dORHV,371,2011-06-24 00:00:00,,,,17.74,,,stockpx,371,2011-06-24 00:00:00,,,,24.28,,,HVStrategy,371,734312.0,RSI_Oversold,371,0.0,RSI_Overbought,371,,Broker,371,100018.02647000004,100018.02647000004,BuySell,371,,,BuySell,371,,,DataTrades,371,,
372,10dORHV,372,2011-06-27 00:00:00,,,,23.1,,,stockpx,372,2011-06-27 00:00:00,,,,25.28,,,HVStrategy,372,734315.0,RSI_Oversold,372,0.0,RSI_Overbought,372,,Broker,372,100018.02647000004,100018.02647000004,BuySell,372,,,BuySell,372,,,DataTrades,372,,
373,10dORHV,373,2011-06-28 00:00:00,,,,25.12,,,stockpx,373,2011-06-28 00:00:00,,,,25.51,,,HVStrategy,373,734316.0,RSI_Oversold,373,0.0,RSI_Overbought,373,,Broker,373,100018.02647000004,100018.02647000004,BuySell,373,,,BuySell,373,,,DataTrades,373,,
374,10dORHV,374,2011-06-29 00:00:00,,,,23.93,,,stockpx,374,2011-06-29 00:00:00,,,,25.65,,,HVStrategy,374,734317.0,RSI_Oversold,374,0.0,RSI_Overbought,374,,Broker,374,100018.02647000004,100018.02647000004,BuySell,374,,,BuySell,374,,,DataTrades,374,,
375,10dORHV,375,2011-06-30 00:00:00,,,,23.82,,,stockpx,375,2011-06-30 00:00:00,,,,25.98,,,HVStrategy,375,734318.0,RSI_Oversold,375,0.0,RSI_Overbought,375,,Broker,375,100018.02647000004,100018.02647000004,BuySell,375,,,BuySell,375,,,DataTrades,375,,
376,10dORHV,376,2011-07-01 00:00:00,,,,23.29,,,stockpx,376,2011-07-01 00:00:00,,,,26.06,,,HVStrategy,376,734319.0,RSI_Oversold,376,0.0,RSI_Overbought,376,,Broker,376,100018.02647000004,100018.02647000004,BuySell,376,,,BuySell,376,,,DataTrades,376,,
377,10dORHV,377,2011-07-05 00:00:00,,,,22.91,,,stockpx,377,2011-07-05 00:00:00,,,,25.99,,,HVStrategy,377,734323.0,RSI_Oversold,377,0.0,RSI_Overbought,377,,Broker,377,100018.02647000004,100018.02647000004,BuySell,377,,,BuySell,377,,,DataTrades,377,,
378,10dORHV,378,2011-07-06 00:00:00,,,,22.83,,,stockpx,378,2011-07-06 00:00:00,,,,26.27,,,HVStrategy,378,734324.0,RSI_Oversold,378,0.0,RSI_Overbought,378,,Broker,378,100018.02647000004,100018.02647000004,BuySell,378,,,BuySell,378,,,DataTrades,378,,
379,10dORHV,379,2011-07-07 00:00:00,,,,24.01,,,stockpx,379,2011-07-07 00:00:00,,,,26.78,,,HVStrategy,379,734325.0,RSI_Oversold,379,0.0,RSI_Overbought,379,,Broker,379,100018.02647000004,100018.02647000004,BuySell,379,,,BuySell,379,,,DataTrades,379,,
380,10dORHV,380,2011-07-08 00:00:00,,,,22.8,,,stockpx,380,2011-07-08 00:00:00,,,,26.87,,,HVStrategy,380,734326.0,RSI_Oversold,380,0.0,RSI_Overbought,380,,Broker,380,100018.02647000004,100018.02647000004,BuySell,380,,,BuySell,380,,,DataTrades,380,,
381,10dORHV,381,2011-07-11 00:00:00,,,,22.81,,,stockpx,381,2011-07-11 00:00:00,,,,26.58,,,HVStrategy,381,734329.0,RSI_Oversold,381,0.0,RSI_Overbought,381,,Broker,381,100018.02647000004,100018.02647000004,BuySell,381,,,BuySell,381,,,DataTrades,381,,
382,10dORHV,382,2011-07-12 00:00:00,,,,16.2,,,stockpx,382,2011-07-12 00:00:00,,,,26.58,,,HVStrategy,382,734330.0,RSI_Oversold,382,0.0,RSI_Overbought,382,,Broker,382,100018.02647000004,100018.02647000004,BuySell,382,,,BuySell,382,,,DataTrades,382,,
383,10dORHV,383,2011-07-13 00:00:00,,,,12.61,,,stockpx,383,2011-07-13 00:00:00,,,,26.56,,,HVStrategy,383,734331.0,RSI_Oversold,383,0.0,RSI_Overbought,383,,Broker,383,100018.02647000004,100018.02647000004,BuySell,383,,,BuySell,383,,,DataTrades,383,,
384,10dORHV,384,2011-07-14 00:00:00,,,,12.62,,,stockpx,384,2011-07-14 00:00:00,,,,26.52,,,HVStrategy,384,734332.0,RSI_Oversold,384,0.0,RSI_Overbought,384,,Broker,384,100018.02647000004,100018.02647000004,BuySell,384,,,BuySell,384,,,DataTrades,384,,
385,10dORHV,385,2011-07-15 00:00:00,,,,12.87,,,stockpx,385,2011-07-15 00:00:00,,,,26.8,,,HVStrategy,385,734333.0,RSI_Oversold,385,0.0,RSI_Overbought,385,,Broker,385,100018.02647000004,100018.02647000004,BuySell,385,,,BuySell,385,,,DataTrades,385,,
386,10dORHV,386,2011-07-18 00:00:00,,,,13.28,,,stockpx,386,2011-07-18 00:00:00,,,,26.61,,,HVStrategy,386,734336.0,RSI_Oversold,386,0.0,RSI_Overbought,386,,Broker,386,100018.02647000004,100018.02647000004,BuySell,386,,,BuySell,386,,,DataTrades,386,,
387,10dORHV,387,2011-07-19 00:00:00,,,,17.22,,,stockpx,387,2011-07-19 00:00:00,,,,27.54,,,HVStrategy,387,734337.0,RSI_Oversold,387,0.0,RSI_Overbought,387,,Broker,387,100018.02647000004,100018.02647000004,BuySell,387,,,BuySell,387,,,DataTrades,387,,
388,10dORHV,388,2011-07-20 00:00:00,,,,17.07,,,stockpx,388,2011-07-20 00:00:00,,,,27.04,,,HVStrategy,388,734338.0,RSI_Oversold,388,0.0,RSI_Overbought,388,,Broker,388,100018.02647000004,100018.02647000004,BuySell,388,,,BuySell,388,,,DataTrades,388,,
389,10dORHV,389,2011-07-21 00:00:00,,,,15.03,,,stockpx,389,2011-07-21 00:00:00,,,,27.12,,,HVStrategy,389,734339.0,RSI_Oversold,389,0.0,RSI_Overbought,389,,Broker,389,100018.02647000004,100018.02647000004,BuySell,389,,,BuySell,389,,,DataTrades,389,,
390,10dORHV,390,2011-07-22 00:00:00,,,,21.71,,,stockpx,390,2011-07-22 00:00:00,,,,27.54,,,HVStrategy,390,734340.0,RSI_Oversold,390,0.0,RSI_Overbought,390,,Broker,390,100018.02647000004,100018.02647000004,BuySell,390,,,BuySell,390,,,DataTrades,390,,
391,10dORHV,391,2011-07-25 00:00:00,,,,25.51,,,stockpx,391,2011-07-25 00:00:00,,,,27.81,,,HVStrategy,391,734343.0,RSI_Oversold,391,0.0,RSI_Overbought,391,,Broker,391,100018.02647000004,100018.02647000004,BuySell,391,,,BuySell,391,,,DataTrades,391,,
392,10dORHV,392,2011-07-26 00:00:00,,,,25.63,,,stockpx,392,2011-07-26 00:00:00,,,,28.03,,,HVStrategy,392,734344.0,RSI_Oversold,392,0.0,RSI_Overbought,392,,Broker,392,100018.02647000004,100018.02647000004,BuySell,392,,,BuySell,392,,,DataTrades,392,,
393,10dORHV,393,2011-07-27 00:00:00,,,,27.29,,,stockpx,393,2011-07-27 00:00:00,,,,27.3,,,HVStrategy,393,734345.0,RSI_Oversold,393,0.0,RSI_Overbought,393,,Broker,393,100018.02647000004,100018.02647000004,BuySell,393,,,BuySell,393,,,DataTrades,393,,
394,10dORHV,394,2011-07-28 00:00:00,,,,28.07,,,stockpx,394,2011-07-28 00:00:00,,,,27.81,,,HVStrategy,394,734346.0,RSI_Oversold,394,0.0,RSI_Overbought,394,,Broker,394,100018.02647000004,100018.02647000004,BuySell,394,,,BuySell,394,,,DataTrades,394,,
395,10dORHV,395,2011-07-29 00:00:00,,,,28.06,,,stockpx,395,2011-07-29 00:00:00,,,,27.49,,,HVStrategy,395,734347.0,RSI_Oversold,395,0.0,RSI_Overbought,395,,Broker,395,100018.02647000004,100018.02647000004,BuySell,395,,,BuySell,395,,,DataTrades,395,,
396,10dORHV,396,2011-08-01 00:00:00,,,,31.48,,,stockpx,396,2011-08-01 00:00:00,,,,27.22,,,HVStrategy,396,734350.0,RSI_Oversold,396,0.0,RSI_Overbought,396,,Broker,396,100018.02647000004,100018.02647000004,BuySell,396,,,BuySell,396,,,DataTrades,396,,
397,10dORHV,397,2011-08-02 00:00:00,,,,29.94,,,stockpx,397,2011-08-02 00:00:00,,,,26.94,,,HVStrategy,397,734351.0,RSI_Oversold,397,0.0,RSI_Overbought,397,,Broker,397,100018.02647000004,100018.02647000004,BuySell,397,,,BuySell,397,,,DataTrades,397,,
398,10dORHV,398,2011-08-03 00:00:00,,,,30.1,,,stockpx,398,2011-08-03 00:00:00,,,,26.92,,,HVStrategy,398,734352.0,RSI_Oversold,398,0.0,RSI_Overbought,398,,Broker,398,100018.02647000004,100018.02647000004,BuySell,398,,,BuySell,398,,,DataTrades,398,,
399,10dORHV,399,2011-08-04 00:00:00,,,,32.77,,,stockpx,399,2011-08-04 00:00:00,,,,25.97,,,HVStrategy,399,734353.0,RSI_Oversold,399,0.0,RSI_Overbought,399,,Broker,399,100018.02647000004,100018.02647000004,BuySell,399,,,BuySell,399,,,DataTrades,399,,
400,10dORHV,400,2011-08-05 00:00:00,,,,29.08,,,stockpx,400,2011-08-05 00:00:00,,,,25.7,,,HVStrategy,400,734354.0,RSI_Oversold,400,0.0,RSI_Overbought,400,,Broker,400,100018.02647000004,100018.02647000004,BuySell,400,,,BuySell,400,,,DataTrades,400,,
401,10dORHV,401,2011-08-08 00:00:00,,,,28.1,,,stockpx,401,2011-08-08 00:00:00,,,,24.52,,,HVStrategy,401,734357.0,RSI_Oversold,401,0.0,RSI_Overbought,401,,Broker,401,100018.02647000004,100018.02647000004,BuySell,401,,,BuySell,401,,,DataTrades,401,,
402,10dORHV,402,2011-08-09 00:00:00,,,,32.78,,,stockpx,402,2011-08-09 00:00:00,,,,24.91,,,HVStrategy,402,734358.0,RSI_Oversold,402,0.0,RSI_Overbought,402,,Broker,402,100018.02647000004,100018.02647000004,BuySell,402,,,BuySell,402,,,DataTrades,402,,
403,10dORHV,403,2011-08-10 00:00:00,,,,37.91,,,stockpx,403,2011-08-10 00:00:00,,,,24.38,,,HVStrategy,403,734359.0,RSI_Oversold,403,0.0,RSI_Overbought,403,,Broker,403,100018.02647000004,100018.02647000004,BuySell,403,,,BuySell,403,,,DataTrades,403,,
404,10dORHV,404,2011-08-11 00:00:00,,,,38.95,,,stockpx,404,2011-08-11 00:00:00,,,,25.2,,,HVStrategy,404,734360.0,RSI_Oversold,404,0.0,RSI_Overbought,404,,Broker,404,100018.02647000004,100018.02647000004,BuySell,404,,,BuySell,404,,,DataTrades,404,,
405,10dORHV,405,2011-08-12 00:00:00,,,,38.67,,,stockpx,405,2011-08-12 00:00:00,,,,25.09,,,HVStrategy,405,734361.0,RSI_Oversold,405,0.0,RSI_Overbought,405,,Broker,405,100018.02647000004,100018.02647000004,BuySell,405,,,BuySell,405,,,DataTrades,405,,
406,10dORHV,406,2011-08-15 00:00:00,,,,36.31,,,stockpx,406,2011-08-15 00:00:00,,,,25.45,,,HVStrategy,406,734364.0,RSI_Oversold,406,0.0,RSI_Overbought,406,,Broker,406,100018.02647000004,100018.02647000004,BuySell,406,,,BuySell,406,,,DataTrades,406,,
407,10dORHV,407,2011-08-16 00:00:00,,,,36.17,,,stockpx,407,2011-08-16 00:00:00,,,,25.41,,,HVStrategy,407,734365.0,RSI_Oversold,407,0.0,RSI_Overbought,407,,Broker,407,100018.02647000004,100018.02647000004,BuySell,407,,,BuySell,407,,,DataTrades,407,,
408,10dORHV,408,2011-08-17 00:00:00,,,,35.75,,,stockpx,408,2011-08-17 00:00:00,,,,25.18,,,HVStrategy,408,734366.0,RSI_Oversold,408,0.0,RSI_Overbought,408,,Broker,408,100018.02647000004,100018.02647000004,BuySell,408,,,BuySell,408,,,DataTrades,408,,
409,10dORHV,409,2011-08-18 00:00:00,,,,34.78,,,stockpx,409,2011-08-18 00:00:00,,,,24.54,,,HVStrategy,409,734367.0,RSI_Oversold,409,0.0,RSI_Overbought,409,,Broker,409,100018.02647000004,100018.02647000004,BuySell,409,,,BuySell,409,,,DataTrades,409,,
410,10dORHV,410,2011-08-19 00:00:00,,,,36.6,,,stockpx,410,2011-08-19 00:00:00,,,,24.03,,,HVStrategy,410,734368.0,RSI_Oversold,410,0.0,RSI_Overbought,410,,Broker,410,100018.02647000004,100018.02647000004,BuySell,410,,,BuySell,410,,,DataTrades,410,,
411,10dORHV,411,2011-08-22 00:00:00,,,,37.33,,,stockpx,411,2011-08-22 00:00:00,,,,24.01,,,HVStrategy,411,734371.0,RSI_Oversold,411,0.0,RSI_Overbought,411,,Broker,411,100018.02647000004,100018.02647000004,BuySell,411,,,BuySell,411,,,DataTrades,411,,
412,10dORHV,412,2011-08-23 00:00:00,,,,35.43,,,stockpx,412,2011-08-23 00:00:00,,,,24.65,,,HVStrategy,412,734372.0,RSI_Oversold,412,0.0,RSI_Overbought,412,,Broker,412,100018.02647000004,100018.02647000004,BuySell,412,,,BuySell,412,,,DataTrades,412,,
413,10dORHV,413,2011-08-24 00:00:00,,,,30.07,,,stockpx,413,2011-08-24 00:00:00,,,,24.86,,,HVStrategy,413,734373.0,RSI_Oversold,413,0.0,RSI_Overbought,413,,Broker,413,100018.02647000004,100018.02647000004,BuySell,413,,,BuySell,413,,,DataTrades,413,,
414,10dORHV,414,2011-08-25 00:00:00,,,,28.52,,,stockpx,414,2011-08-25 00:00:00,,,,24.63,,,HVStrategy,414,734374.0,RSI_Oversold,414,0.0,RSI_Overbought,414,,Broker,414,100018.02647000004,100018.02647000004,BuySell,414,,,BuySell,414,,,DataTrades,414,,
415,10dORHV,415,2011-08-26 00:00:00,,,,31.03,,,stockpx,415,2011-08-26 00:00:00,,,,25.24,,,HVStrategy,415,734375.0,RSI_Oversold,415,0.0,RSI_Overbought,415,,Broker,415,100018.02647000004,100018.02647000004,BuySell,415,,,BuySell,415,,,DataTrades,415,,
416,10dORHV,416,2011-08-29 00:00:00,,,,31.25,,,stockpx,416,2011-08-29 00:00:00,,,,25.81,,,HVStrategy,416,734378.0,RSI_Oversold,416,0.0,RSI_Overbought,416,,Broker,416,100018.02647000004,100018.02647000004,BuySell,416,,,BuySell,416,,,DataTrades,416,,
417,10dORHV,417,2011-08-30 00:00:00,,,,32.04,,,stockpx,417,2011-08-30 00:00:00,,,,26.34,,,HVStrategy,417,734379.0,RSI_Oversold,417,0.0,RSI_Overbought,417,,Broker,417,100018.02647000004,100018.02647000004,BuySell,417,,,BuySell,417,,,DataTrades,417,,
418,10dORHV,418,2011-08-31 00:00:00,,,,32.45,,,stockpx,418,2011-08-31 00:00:00,,,,26.59,,,HVStrategy,418,734380.0,RSI_Oversold,418,0.0,RSI_Overbought,418,,Broker,418,100018.02647000004,100018.02647000004,BuySell,418,,,BuySell,418,,,DataTrades,418,,
419,10dORHV,419,2011-09-01 00:00:00,,,,31.18,,,stockpx,419,2011-09-01 00:00:00,,,,26.27,,,HVStrategy,419,734381.0,RSI_Oversold,419,0.0,RSI_Overbought,419,,Broker,419,100018.02647000004,100018.02647000004,BuySell,419,,,BuySell,419,,,DataTrades,419,,
420,10dORHV,420,2011-09-02 00:00:00,,,,29.27,,,stockpx,420,2011-09-02 00:00:00,,,,25.94,,,HVStrategy,420,734382.0,RSI_Oversold,420,0.0,RSI_Overbought,420,,Broker,420,100018.02647000004,100018.02647000004,BuySell,420,,,BuySell,420,,,DataTrades,420,,
421,10dORHV,421,2011-09-06 00:00:00,,,,28.47,,,stockpx,421,2011-09-06 00:00:00,,,,25.47,,,HVStrategy,421,734386.0,RSI_Oversold,421,0.0,RSI_Overbought,421,,Broker,421,100018.02647000004,100018.02647000004,BuySell,421,,,BuySell,421,,,DataTrades,421,,
422,10dORHV,422,2011-09-07 00:00:00,,,,26.61,,,stockpx,422,2011-09-07 00:00:00,,,,25.92,,,HVStrategy,422,734387.0,RSI_Oversold,422,0.0,RSI_Overbought,422,,Broker,422,100018.02647000004,100018.02647000004,BuySell,422,,,BuySell,422,,,DataTrades,422,,
423,10dORHV,423,2011-09-08 00:00:00,,,,24.86,,,stockpx,423,2011-09-08 00:00:00,,,,26.31,,,HVStrategy,423,734388.0,RSI_Oversold,423,0.0,RSI_Overbought,423,,Broker,423,100018.02647000004,100018.02647000004,BuySell,423,,,BuySell,423,,,DataTrades,423,,
424,10dORHV,424,2011-09-09 00:00:00,,,,25.45,,,stockpx,424,2011-09-09 00:00:00,,,,25.8,,,HVStrategy,424,734389.0,RSI_Oversold,424,0.0,RSI_Overbought,424,,Broker,424,100018.02647000004,100018.02647000004,BuySell,424,,,BuySell,424,,,DataTrades,424,,
425,10dORHV,425,2011-09-12 00:00:00,,,,22.29,,,stockpx,425,2011-09-12 00:00:00,,,,25.73,,,HVStrategy,425,734392.0,RSI_Oversold,425,0.0,RSI_Overbought,425,,Broker,425,100018.02647000004,100018.02647000004,BuySell,425,,,BuySell,425,,,DataTrades,425,,
426,10dORHV,426,2011-09-13 00:00:00,,,,21.32,,,stockpx,426,2011-09-13 00:00:00,,,,26.05,,,HVStrategy,426,734393.0,RSI_Oversold,426,0.0,RSI_Overbought,426,,Broker,426,100018.02647000004,100018.02647000004,BuySell,426,,,BuySell,426,,,DataTrades,426,,
427,10dORHV,427,2011-09-14 00:00:00,,,,21.05,,,stockpx,427,2011-09-14 00:00:00,,,,26.63,,,HVStrategy,427,734394.0,RSI_Oversold,427,0.0,RSI_Overbought,427,,Broker,427,100018.02647000004,100018.02647000004,BuySell,427,,,BuySell,427,,,DataTrades,427,,
428,10dORHV,428,2011-09-15 00:00:00,,,,22.05,,,stockpx,428,2011-09-15 00:00:00,,,,26.95,,,HVStrategy,428,734395.0,RSI_Oversold,428,0.0,RSI_Overbought,428,,Broker,428,100018.02647000004,100018.02647000004,BuySell,428,,,BuySell,428,,,DataTrades,428,,
429,10dORHV,429,2011-09-16 00:00:00,,,,21.78,,,stockpx,429,2011-09-16 00:00:00,,,,27.16,,,HVStrategy,429,734396.0,RSI_Oversold,429,0.0,RSI_Overbought,429,,Broker,429,100018.02647000004,100018.02647000004,BuySell,429,,,BuySell,429,,,DataTrades,429,,
