Id,10dORHV,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,RSI,len,rsi,rsi_OB_70,rsi_OS_30,LRSI,len,lrsi,lrsi_OB_07,lrsi_OS_03,TSI,len,tsi,tsi_pos,tsi_neg,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,10dORHV,stockpx
407,10dORHV,407,8/16/11 0:00,,,,41.44,,,stockpx,407,8/16/11 0:00,,,,380.2,,,HVStrategy,407,734365,RSI,407,54.01263955,0,0,LRSI,407,0.422692322,0,0,TSI,407,9.178882744,1,0,Broker,407,99926.45,99926.45,BuySell,407,,,BuySell,407,,,DataTrades,407,,
408,10dORHV,408,8/17/11 0:00,,,,40.62,,,stockpx,408,8/17/11 0:00,,,,379.69,,,HVStrategy,408,734366,RSI,408,53.67508856,0,0,LRSI,408,0.623717178,0,0,TSI,408,8.843772809,1,0,Broker,408,99926.45,99926.45,BuySell,408,,,BuySell,408,,,DataTrades,408,,
409,10dORHV,409,8/18/11 0:00,,,,42.61,,,stockpx,409,8/18/11 0:00,,,,365.95,,,HVStrategy,409,734367,RSI,409,45.43654379,0,0,LRSI,409,0.508934113,0,0,TSI,409,5.855969736,1,0,Broker,409,99926.45,99926.45,BuySell,409,,,BuySell,409,,,DataTrades,409,,
410,10dORHV,410,8/19/11 0:00,,,,38.7,,,stockpx,410,8/19/11 0:00,,,,356.94,,,HVStrategy,410,734368,RSI,410,40.993178,0,0,LRSI,410,0.43142643,0,0,TSI,410,1.84386739,1,0,Broker,410,99926.45,99926.45,BuySell,410,,,BuySell,410,,,DataTrades,410,,
411,10dORHV,411,8/22/11 0:00,,,,37.29,,,stockpx,411,8/22/11 0:00,,,,355.23,,,HVStrategy,411,734371,RSI,411,40.18987492,0,0,LRSI,411,0.351260517,0,0,TSI,411,-1.582382941,0,1,Broker,411,99926.45,99926.45,BuySell,411,,,BuySell,411,,,DataTrades,411,,
412,10dORHV,412,8/23/11 0:00,,,,33.43,,,stockpx,412,8/23/11 0:00,,,,372.31,,,HVStrategy,412,734372,RSI,412,50.60228267,0,0,LRSI,412,0.360293022,0,0,TSI,412,-1.189195344,0,1,Broker,412,99926.45,99926.45,BuySell,412,,,BuySell,412,,,DataTrades,412,,
413,10dORHV,413,8/24/11 0:00,,,,32.43,,,stockpx,413,8/24/11 0:00,,,,376.79,,,HVStrategy,413,734373,RSI,413,52.91759674,0,0,LRSI,413,0.29632792,0,1,TSI,413,-0.107833768,0,1,Broker,413,99926.45,99926.45,BuySell,413,,,BuySell,413,,,DataTrades,413,,
414,10dORHV,414,8/25/11 0:00,,,,32.93,,,stockpx,414,8/25/11 0:00,,,,373.73,,,HVStrategy,414,734374,RSI,414,51.1539551,0,0,LRSI,414,0.264631598,0,1,TSI,414,0.20700036,1,0,Broker,414,99926.45,99926.45,BuySell,414,,,BuySell,414,,,DataTrades,414,,
415,10dORHV,415,8/26/11 0:00,,,,34.48,,,stockpx,415,8/26/11 0:00,,,,383.29,,,HVStrategy,415,734375,RSI,415,56.07893276,0,0,LRSI,415,0.562753823,0,0,TSI,415,2.072224755,1,0,Broker,415,99926.45,99926.45,BuySell,415,,,BuySell,415,,,DataTrades,415,,
416,10dORHV,416,8/29/11 0:00,,,,34.48,,,stockpx,416,8/29/11 0:00,,,,389.57,,,HVStrategy,416,734378,RSI,416,59.00316352,0,0,LRSI,416,0.748589983,1,0,TSI,416,4.559896189,1,0,Broker,416,99926.45,99926.45,BuySell,416,,,BuySell,416,,,DataTrades,416,,
417,10dORHV,417,8/30/11 0:00,,,,33.99,,,stockpx,417,8/30/11 0:00,,,,390.33,,,HVStrategy,417,734379,RSI,417,59.35583922,0,0,LRSI,417,0.843630431,1,0,TSI,417,6.644506606,1,0,Broker,417,99926.45,99926.45,BuySell,417,,,BuySell,417,,,DataTrades,417,,
418,10dORHV,418,8/31/11 0:00,,,,34.43,,,stockpx,418,8/31/11 0:00,,,,384.59,,,HVStrategy,418,734380,RSI,418,55.47433309,0,0,LRSI,418,1,1,0,TSI,418,7.267249434,1,0,Broker,418,99926.45,99926.45,BuySell,418,,,BuySell,418,,,DataTrades,418,,
419,10dORHV,419,9/1/11 0:00,,,,33.28,,,stockpx,419,9/1/11 0:00,,,,381.15,,,HVStrategy,419,734381,RSI,419,53.22783099,0,0,LRSI,419,0.93877306,1,0,TSI,419,7.133728673,1,0,Broker,419,99926.45,99926.45,BuySell,419,,,BuySell,419,,,DataTrades,419,,
420,10dORHV,420,9/2/11 0:00,,,,33.25,,,stockpx,420,9/2/11 0:00,,,,374.2,,,HVStrategy,420,734382,RSI,420,48.91768773,0,0,LRSI,420,0.735638491,1,0,TSI,420,5.74200484,1,0,Broker,420,99926.45,99926.45,BuySell,420,,,BuySell,420,,,DataTrades,420,,
421,10dORHV,421,9/6/11 0:00,,,,30.94,,,stockpx,421,9/6/11 0:00,,,,379.72,,,HVStrategy,421,734386,RSI,421,52.22654863,0,0,LRSI,421,0.762712728,1,0,TSI,421,5.530510158,1,0,Broker,421,99926.45,99926.45,BuySell,421,,,BuySell,421,,,DataTrades,421,,
422,10dORHV,422,9/7/11 0:00,,,,37.58,,,stockpx,422,9/7/11 0:00,,,,384.42,,,HVStrategy,422,734387,RSI,422,54.90497702,0,0,LRSI,422,0.680131149,0,0,TSI,422,6.137641864,1,0,Broker,422,99926.45,99926.45,BuySell,422,,,BuySell,422,,,DataTrades,422,,
423,10dORHV,423,9/8/11 0:00,,,,29.22,,,stockpx,423,9/8/11 0:00,,,,385.12,,,HVStrategy,423,734388,RSI,423,55.30687792,0,0,LRSI,423,0.644238821,0,0,TSI,423,6.746468109,1,0,Broker,423,99926.45,99926.45,BuySell,423,,,BuySell,423,,,DataTrades,423,,
424,10dORHV,424,9/9/11 0:00,,,,27.09,,,stockpx,424,9/9/11 0:00,,,,377.52,,,HVStrategy,424,734389,RSI,424,50.08748678,0,0,LRSI,424,0.369116884,0,0,TSI,424,5.783592223,1,0,Broker,424,99926.45,99926.45,BuySell,424,,,BuySell,424,,,DataTrades,424,,
425,10dORHV,425,9/12/11 0:00,,,,25.87,,,stockpx,425,9/12/11 0:00,,,,378.5,,,HVStrategy,425,734392,RSI,425,50.73313036,0,0,LRSI,425,0.440641968,0,0,TSI,425,5.168944896,1,0,Broker,425,99926.45,99926.45,BuySell,425,,,BuySell,425,,,DataTrades,425,,
426,10dORHV,426,9/13/11 0:00,,,,25.63,,,stockpx,426,9/13/11 0:00,,,,385.16,,,HVStrategy,426,734393,RSI,426,54.99389606,0,0,LRSI,426,0.614239475,0,0,TSI,426,5.837455798,1,0,Broker,426,99926.45,99926.45,BuySell,426,,,BuySell,426,,,DataTrades,426,,
427,10dORHV,427,9/14/11 0:00,,,,26.09,,,stockpx,427,9/14/11 0:00,,,,390.89,,,HVStrategy,427,734394,RSI,427,58.33271569,0,0,LRSI,427,0.677028631,0,0,TSI,427,7.389384309,1,0,Broker,427,99926.45,99926.45,BuySell,427,,,BuySell,427,,,DataTrades,427,,
428,10dORHV,428,9/15/11 0:00,,,,24.95,,,stockpx,428,9/15/11 0:00,,,,392.9,,,HVStrategy,428,734395,RSI,428,59.46861313,0,0,LRSI,428,0.707655131,1,0,TSI,428,9.004627168,1,0,Broker,428,99926.45,99926.45,BuySell,428,,,BuySell,428,,,DataTrades,428,,
429,10dORHV,429,9/16/11 0:00,,,,24.39,,,stockpx,429,9/16/11 0:00,,,,399.89,,,HVStrategy,429,734396,RSI,429,63.22336872,0,0,LRSI,429,0.884295067,1,0,TSI,429,11.53954047,1,0,Broker,429,99926.45,99926.45,BuySell,429,,,BuySell,429,,,DataTrades,429,,
430,10dORHV,430,9/19/11 0:00,,,,26.64,,,stockpx,430,9/19/11 0:00,,,,412.21,,,HVStrategy,430,734399,RSI,430,68.72299937,0,0,LRSI,430,1,1,0,TSI,430,15.64335256,1,0,Broker,430,99926.45,99926.45,BuySell,430,,,BuySell,430,,,DataTrades,430,,
431,10dORHV,431,9/20/11 0:00,,,,24.67,,,stockpx,431,9/20/11 0:00,,,,413.81,,,HVStrategy,431,734400,RSI,431,69.36375303,0,0,LRSI,431,0.944589523,1,0,TSI,431,19.15011238,1,0,Broker,431,99926.45,99926.45,BuySell,431,,,BuySell,431,,,DataTrades,431,,
432,10dORHV,432,9/21/11 0:00,,,,26.46,,,stockpx,432,9/21/11 0:00,,,,413.7,,,HVStrategy,432,734401,RSI,432,69.25870262,0,0,LRSI,432,1,1,0,TSI,432,21.95207456,1,0,Broker,432,99926.45,99926.45,BuySell,432,,,BuySell,432,,,DataTrades,432,,
433,10dORHV,433,9/22/11 0:00,,,,30.57,,,stockpx,433,9/22/11 0:00,,,,400.9,,,HVStrategy,433,734402,RSI,433,58.21099561,0,0,LRSI,433,0.951359802,1,0,TSI,433,21.15837798,1,0,Broker,433,99926.45,99926.45,BuySell,433,,,BuySell,433,,,DataTrades,433,,
434,10dORHV,434,9/23/11 0:00,,,,29.33,,,stockpx,434,9/23/11 0:00,,,,405.03,,,HVStrategy,434,734403,RSI,434,60.4056004,0,0,LRSI,434,0.953066664,1,0,TSI,434,21.16552603,1,0,Broker,434,99926.45,99926.45,BuySell,434,,,BuySell,434,,,DataTrades,434,,
435,10dORHV,435,9/26/11 0:00,,,,29.85,,,stockpx,435,9/26/11 0:00,,,,403.06,,,HVStrategy,435,734406,RSI,435,58.81883908,0,0,LRSI,435,0.897502114,1,0,TSI,435,20.70260455,1,0,Broker,435,99926.45,99926.45,BuySell,435,,,BuySell,435,,,DataTrades,435,,
436,10dORHV,436,9/27/11 0:00,,,,32.19,,,stockpx,436,9/27/11 0:00,,,,399.93,,,HVStrategy,436,734407,RSI,436,56.28884485,0,0,LRSI,436,0.765128741,1,0,TSI,436,19.57912074,1,0,Broker,436,99926.45,99926.45,BuySell,436,,,BuySell,436,,,DataTrades,436,,
437,10dORHV,437,9/28/11 0:00,,,,32.07,,,stockpx,437,9/28/11 0:00,,,,397.44,,,HVStrategy,437,734408,RSI,437,54.28829677,0,0,LRSI,437,0.578794714,0,0,TSI,437,18.06630781,1,0,Broker,437,99926.45,99926.45,BuySell,437,,,BuySell,437,,,DataTrades,437,,
438,10dORHV,438,9/29/11 0:00,,,,35.47,,,stockpx,438,9/29/11 0:00,,,,389.79,,,HVStrategy,438,734409,RSI,438,48.57618342,0,0,LRSI,438,0.272927793,0,1,TSI,438,15.00728333,1,0,Broker,438,99926.45,99926.45,BuySell,438,,,BuySell,438,,,DataTrades,438,,
439,10dORHV,439,9/30/11 0:00,,,,35.83,,,stockpx,439,9/30/11 0:00,,,,382.73,,,HVStrategy,439,734410,RSI,439,43.9773507,0,0,LRSI,439,0.14590778,0,1,TSI,439,10.90807919,1,0,Broker,439,99926.45,99926.45,BuySell,439,,,BuySell,439,,,DataTrades,439,,
440,10dORHV,440,10/3/11 0:00,,,,34.22,,,stockpx,440,10/3/11 0:00,,,,376.95,,,HVStrategy,440,734413,RSI,440,40.58934533,0,0,LRSI,440,0.071709493,0,1,TSI,440,6.344056456,1,0,Broker,440,99926.45,99926.45,BuySell,440,,,BuySell,440,,,DataTrades,440,,
441,10dORHV,441,10/4/11 0:00,,,,42.28,,,stockpx,441,10/4/11 0:00,,,,371.01,,,HVStrategy,441,734414,RSI,441,37.40048464,0,0,LRSI,441,0,0,1,TSI,441,1.439893765,1,0,Broker,441,99926.45,99926.45,BuySell,441,,,BuySell,441,,,DataTrades,441,,
442,10dORHV,442,10/5/11 0:00,,,,44.09,,,stockpx,442,10/5/11 0:00,,,,378.1,,,HVStrategy,442,734415,RSI,442,43.14239653,0,0,LRSI,442,0,0,1,TSI,442,-1.006498642,0,1,Broker,442,99926.45,99926.45,BuySell,442,,,BuySell,442,,,DataTrades,442,,
443,10dORHV,443,10/6/11 0:00,,,,43.46,,,stockpx,443,10/6/11 0:00,,,,376.49,,,HVStrategy,443,734416,RSI,443,42.19589765,0,0,LRSI,443,0,0,1,TSI,443,-3.27047757,0,1,Broker,443,99926.45,99926.45,BuySell,443,,,BuySell,443,,,DataTrades,443,,
444,10dORHV,444,10/7/11 0:00,,,,43.91,,,stockpx,444,10/7/11 0:00,,,,371.2,,,HVStrategy,444,734417,RSI,444,39.15619693,0,0,LRSI,444,0,0,1,TSI,444,-6.12756263,0,1,Broker,444,99926.45,99926.45,BuySell,444,,,BuySell,444,,,DataTrades,444,,
445,10dORHV,445,10/11/11 0:00,,,,43.31,,,stockpx,445,10/11/11 0:00,,,,400.79,,,HVStrategy,445,734421,RSI,445,57.56893881,0,0,LRSI,445,0.384944694,0,0,TSI,445,-2.142127027,0,1,Broker,445,99926.45,99926.45,BuySell,445,,,BuySell,445,,,DataTrades,445,,
446,10dORHV,446,10/12/11 0:00,,,,44.9,,,stockpx,446,10/12/11 0:00,,,,402.81,,,HVStrategy,446,734422,RSI,446,58.49240453,0,0,LRSI,446,0.448702072,0,0,TSI,446,1.18237595,1,0,Broker,446,99926.45,99926.45,BuySell,446,,,BuySell,446,,,DataTrades,446,,
447,10dORHV,447,10/13/11 0:00,,,,42.39,,,stockpx,447,10/13/11 0:00,,,,407.12,,,HVStrategy,447,734423,RSI,447,60.46929248,0,0,LRSI,447,0.606130485,0,0,TSI,447,4.490587877,1,0,Broker,447,99926.45,99926.45,BuySell,447,,,BuySell,447,,,DataTrades,447,,
448,10dORHV,448,10/14/11 0:00,,,,42.81,,,stockpx,448,10/14/11 0:00,,,,421.34,,,HVStrategy,448,734424,RSI,448,66.19064124,0,0,LRSI,448,0.863559364,1,0,TSI,448,9.450988691,1,0,Broker,448,99926.45,99926.45,BuySell,448,,,BuySell,448,,,DataTrades,448,,
449,10dORHV,449,10/17/11 0:00,,,,42.62,,,stockpx,449,10/17/11 0:00,,,,419.73,,,HVStrategy,449,734427,RSI,449,65.04282025,0,0,LRSI,449,0.948706846,1,0,TSI,449,12.88834388,1,0,Broker,449,99926.45,99926.45,BuySell,449,,,BuySell,449,,,DataTrades,449,,
450,10dORHV,450,10/18/11 0:00,,,,33.32,,,stockpx,450,10/18/11 0:00,,,,422.71,,,HVStrategy,450,734428,RSI,450,66.21078763,0,0,LRSI,450,1,1,0,TSI,450,16.01259771,1,0,Broker,450,99926.45,99926.45,BuySell,450,,,BuySell,450,,,DataTrades,450,,
451,10dORHV,451,10/19/11 0:00,,,,37.26,,,stockpx,451,10/19/11 0:00,,,,398.34,,,HVStrategy,451,734429,RSI,451,51.15760105,0,0,LRSI,451,0.83372548,1,0,TSI,451,13.53431609,1,0,Broker,451,99926.45,99926.45,BuySell,451,,,BuySell,451,,,DataTrades,451,,
452,10dORHV,452,10/20/11 0:00,,,,34.91,,,stockpx,452,10/20/11 0:00,,,,395.24,,,HVStrategy,452,734430,RSI,452,49.61241455,0,0,LRSI,452,0.748512599,1,0,TSI,452,11.09572534,1,0,Broker,452,99926.45,99926.45,BuySell,452,,,BuySell,452,,,DataTrades,452,,
453,10dORHV,453,10/21/11 0:00,,,,34.96,,,stockpx,453,10/21/11 0:00,,,,391.74,,,HVStrategy,453,734431,RSI,453,47.85494197,0,0,LRSI,453,0.654996836,0,0,TSI,453,8.588454399,1,0,Broker,453,99926.45,99926.45,BuySell,453,,,BuySell,453,,,DataTrades,453,,
454,10dORHV,454,10/24/11 0:00,,,,34.44,,,stockpx,454,10/24/11 0:00,,,,404.91,,,HVStrategy,454,734434,RSI,454,54.40068469,0,0,LRSI,454,0.577825286,0,0,TSI,454,8.621727937,1,0,Broker,454,99926.45,99926.45,BuySell,454,,,BuySell,454,,,DataTrades,454,,
455,10dORHV,455,10/25/11 0:00,,,,34.26,,,stockpx,455,10/25/11 0:00,,,,398.26,,,HVStrategy,455,734435,RSI,455,50.92457297,0,0,LRSI,455,0.001682225,0,1,TSI,455,7.493310167,1,0,Broker,455,99926.45,99926.45,BuySell,455,,,BuySell,455,,,DataTrades,455,,
456,10dORHV,456,10/26/11 0:00,,,,33.57,,,stockpx,456,10/26/11 0:00,,,,400.92,,,HVStrategy,456,734436,RSI,456,52.23920904,0,0,LRSI,456,0,0,1,TSI,456,7.010030175,1,0,Broker,456,99926.45,99926.45,BuySell,456,,,BuySell,456,,,DataTrades,456,,
457,10dORHV,457,10/27/11 0:00,,,,35.93,,,stockpx,457,10/27/11 0:00,,,,405.14,,,HVStrategy,457,734437,RSI,457,54.32943547,0,0,LRSI,457,0.249343765,0,1,TSI,457,7.253129839,1,0,Broker,457,99926.45,99926.45,BuySell,457,,,BuySell,457,,,DataTrades,457,,
458,10dORHV,458,10/28/11 0:00,,,,34.92,,,stockpx,458,10/28/11 0:00,,,,405.71,,,HVStrategy,458,734438,RSI,458,54.61833666,0,0,LRSI,458,0.325056462,0,0,TSI,458,7.532245539,1,0,Broker,458,99926.45,99926.45,BuySell,458,,,BuySell,458,,,DataTrades,458,,
459,10dORHV,459,10/31/11 0:00,,,,34.76,,,stockpx,459,10/31/11 0:00,,,,405.85,,,HVStrategy,459,734441,RSI,459,54.69414293,0,0,LRSI,459,0.476535734,0,0,TSI,459,7.780768874,1,0,Broker,459,99926.45,99926.45,BuySell,459,,,BuySell,459,,,DataTrades,459,,
460,10dORHV,460,11/1/11 0:00,,,,35.72,,,stockpx,460,11/1/11 0:00,,,,395.18,,,HVStrategy,460,734442,RSI,460,48.09956556,0,0,LRSI,460,0.408549316,0,0,TSI,460,6.085717727,1,0,Broker,460,99926.45,99926.45,BuySell,460,,,BuySell,460,,,DataTrades,460,,
461,10dORHV,461,11/2/11 0:00,,,,25.89,,,stockpx,461,11/2/11 0:00,,,,397.04,,,HVStrategy,461,734443,RSI,461,49.24832666,0,0,LRSI,461,0.491897844,0,0,TSI,461,5.004929648,1,0,Broker,461,99926.45,99926.45,BuySell,461,,,BuySell,461,,,DataTrades,461,,
462,10dORHV,462,11/3/11 0:00,,,,25.6,,,stockpx,462,11/3/11 0:00,,,,402.96,,,HVStrategy,462,734444,RSI,462,52.82718085,0,0,LRSI,462,0.531332062,0,0,TSI,462,5.079620413,1,0,Broker,462,99926.45,99926.45,BuySell,462,,,BuySell,462,,,DataTrades,462,,
463,10dORHV,463,11/4/11 0:00,,,,25.02,,,stockpx,463,11/4/11 0:00,,,,400.62,,,HVStrategy,463,734445,RSI,463,51.28766075,0,0,LRSI,463,0.061163894,0,1,TSI,463,4.715961308,1,0,Broker,463,99926.45,99926.45,BuySell,463,,,BuySell,463,,,DataTrades,463,,
464,10dORHV,464,11/7/11 0:00,,,,24,,,stockpx,464,11/7/11 0:00,,,,398.91,,,HVStrategy,464,734448,RSI,464,50.13776664,0,0,LRSI,464,0,0,1,TSI,464,4.100315442,1,0,Broker,464,99926.45,99926.45,BuySell,464,,,BuySell,464,,,DataTrades,464,,
465,10dORHV,465,11/8/11 0:00,,,,23.37,,,stockpx,465,11/8/11 0:00,,,,406.98,,,HVStrategy,465,734449,RSI,465,55.2382794,0,0,LRSI,465,0.575930197,0,0,TSI,465,4.981658486,1,0,Broker,465,99926.45,99926.45,BuySell,465,,,BuySell,465,,,DataTrades,465,,
466,10dORHV,466,11/9/11 0:00,,,,24.42,,,stockpx,466,11/9/11 0:00,,,,394.59,,,HVStrategy,466,734450,RSI,466,47.24727559,0,0,LRSI,466,0.328068917,0,0,TSI,466,3.35761351,1,0,Broker,466,99926.45,99926.45,BuySell,466,,,BuySell,466,,,DataTrades,466,,
467,10dORHV,467,11/10/11 0:00,,,,23.26,,,stockpx,467,11/10/11 0:00,,,,384.37,,,HVStrategy,467,734451,RSI,467,41.86707917,0,0,LRSI,467,0.263769563,0,1,TSI,467,0.199986916,1,0,Broker,467,99926.45,99926.45,BuySell,467,,,BuySell,467,,,DataTrades,467,,
468,10dORHV,468,11/14/11 0:00,,,,23.85,,,stockpx,468,11/14/11 0:00,,,,379.02,,,HVStrategy,468,734455,RSI,468,39.34150624,0,0,LRSI,468,0.241388296,0,1,TSI,468,-3.222065956,0,1,Broker,468,99926.45,99926.45,BuySell,468,,,BuySell,468,,,DataTrades,468,,
469,10dORHV,469,11/15/11 0:00,,,,23.55,,,stockpx,469,11/15/11 0:00,,,,389.02,,,HVStrategy,469,734456,RSI,469,45.90958652,0,0,LRSI,469,0.277965824,0,1,TSI,469,-4.079755897,0,1,Broker,469,99926.45,99926.45,BuySell,469,,,BuySell,469,,,DataTrades,469,,
470,10dORHV,470,11/16/11 0:00,,,,23.51,,,stockpx,470,11/16/11 0:00,,,,385.17,,,HVStrategy,470,734457,RSI,470,43.93705832,0,0,LRSI,470,0,0,1,TSI,470,-5.395641064,0,1,Broker,470,99926.45,99926.45,BuySell,470,,,BuySell,470,,,DataTrades,470,,
471,10dORHV,471,11/17/11 0:00,,,,23.9,,,stockpx,471,11/17/11 0:00,,,,377.48,,,HVStrategy,471,734458,RSI,471,40.21989953,0,0,LRSI,471,0,0,1,TSI,471,-7.694238224,0,1,Broker,471,99926.45,99926.45,BuySell,471,,,BuySell,471,,,DataTrades,471,,
472,10dORHV,472,11/18/11 0:00,,,,25.05,,,stockpx,472,11/18/11 0:00,,,,375.19,,,HVStrategy,472,734459,RSI,472,39.1574975,0,0,LRSI,472,0,0,1,TSI,472,-9.877703879,0,1,Broker,472,99926.45,99926.45,BuySell,472,,,BuySell,472,,,DataTrades,472,,
473,10dORHV,473,11/21/11 0:00,,,,24.57,,,stockpx,473,11/21/11 0:00,,,,368.35,,,HVStrategy,473,734462,RSI,473,36.09093808,0,0,LRSI,473,0,0,1,TSI,473,-12.69025797,0,1,Broker,473,99926.45,99926.45,BuySell,473,,,BuySell,473,,,DataTrades,473,,
474,10dORHV,474,11/22/11 0:00,,,,25.05,,,stockpx,474,11/22/11 0:00,,,,377.54,,,HVStrategy,474,734463,RSI,474,42.59561347,0,0,LRSI,474,0,0,1,TSI,474,-13.10634572,0,1,Broker,474,99926.45,99926.45,BuySell,474,,,BuySell,474,,,DataTrades,474,,
475,10dORHV,475,11/23/11 0:00,,,,22.55,,,stockpx,475,11/23/11 0:00,,,,369.4,,,HVStrategy,475,734464,RSI,475,38.82613773,0,0,LRSI,475,0,0,1,TSI,475,-14.65599393,0,1,Broker,475,99926.45,99926.45,BuySell,475,,,BuySell,475,,,DataTrades,475,,
476,10dORHV,476,11/25/11 0:00,,,,20.78,,,stockpx,476,11/25/11 0:00,,,,365.09,,,HVStrategy,476,734466,RSI,476,36.96105548,0,0,LRSI,476,0,0,1,TSI,476,-16.508074,0,1,Broker,476,99926.45,99926.45,BuySell,476,,,BuySell,476,,,DataTrades,476,,
477,10dORHV,477,11/28/11 0:00,,,,22.9,,,stockpx,477,11/28/11 0:00,,,,375.29,,,HVStrategy,477,734469,RSI,477,43.83699037,0,0,LRSI,477,0.036543319,0,1,TSI,477,-15.92269063,0,1,Broker,477,99926.45,99926.45,BuySell,477,,,BuySell,477,,,DataTrades,477,,
478,10dORHV,478,11/29/11 0:00,,,,22.76,,,stockpx,478,11/29/11 0:00,,,,373.46,,,HVStrategy,478,734470,RSI,478,42.93221306,0,0,LRSI,478,0.076097114,0,1,TSI,478,-15.72654366,0,1,Broker,478,99926.45,99926.45,BuySell,478,,,BuySell,478,,,DataTrades,478,,
479,10dORHV,479,11/30/11 0:00,,,,22.91,,,stockpx,479,11/30/11 0:00,,,,380.74,,,HVStrategy,479,734471,RSI,479,47.56838151,0,0,LRSI,479,0.327398477,0,0,TSI,479,-14.12446422,0,1,Broker,479,99926.45,99926.45,BuySell,479,,,BuySell,479,,,DataTrades,479,,
480,10dORHV,480,12/1/11 0:00,,,,22.95,,,stockpx,480,12/1/11 0:00,,,,387.03,,,HVStrategy,480,734472,RSI,480,51.25321685,0,0,LRSI,480,0.526418162,0,0,TSI,480,-11.62425341,0,1,Broker,480,99926.45,99926.45,BuySell,480,,,BuySell,480,,,DataTrades,480,,
481,10dORHV,481,12/2/11 0:00,,,,23.77,,,stockpx,481,12/2/11 0:00,,,,389.99,,,HVStrategy,481,734473,RSI,481,52.92969383,0,0,LRSI,481,0.671861962,0,0,TSI,481,-9.063233177,0,1,Broker,481,99926.45,99926.45,BuySell,481,,,BuySell,481,,,DataTrades,481,,
482,10dORHV,482,12/5/11 0:00,,,,22.36,,,stockpx,482,12/5/11 0:00,,,,392.57,,,HVStrategy,482,734476,RSI,482,54.40171095,0,0,LRSI,482,0.842459735,1,0,TSI,482,-6.509852032,0,1,Broker,482,99926.45,99926.45,BuySell,482,,,BuySell,482,,,DataTrades,482,,
483,10dORHV,483,12/6/11 0:00,,,,21.6,,,stockpx,483,12/6/11 0:00,,,,390.93,,,HVStrategy,483,734477,RSI,483,53.26149268,0,0,LRSI,483,1,1,0,TSI,483,-4.703452578,0,1,Broker,483,99926.45,99926.45,BuySell,483,,,BuySell,483,,,DataTrades,483,,
484,10dORHV,484,12/7/11 0:00,,,,21.19,,,stockpx,484,12/7/11 0:00,,,,390.33,,,HVStrategy,484,734478,RSI,484,52.825269,0,0,LRSI,484,1,1,0,TSI,484,-3.318042591,0,1,Broker,484,99926.45,99926.45,BuySell,484,,,BuySell,484,,,DataTrades,484,,
485,10dORHV,485,12/8/11 0:00,,,,21.05,,,stockpx,485,12/8/11 0:00,,,,390.97,,,HVStrategy,485,734479,RSI,485,53.26496436,0,0,LRSI,485,1,1,0,TSI,485,-2.037637909,0,1,Broker,485,99926.45,99926.45,BuySell,485,,,BuySell,485,,,DataTrades,485,,
486,10dORHV,486,12/9/11 0:00,,,,20.12,,,stockpx,486,12/9/11 0:00,,,,393.87,,,HVStrategy,486,734480,RSI,486,55.29812147,0,0,LRSI,486,1,1,0,TSI,486,-0.39116686,0,1,Broker,486,99926.45,99926.45,BuySell,486,,,BuySell,486,,,DataTrades,486,,
487,10dORHV,487,12/12/11 0:00,,,,16.98,,,stockpx,487,12/12/11 0:00,,,,392.19,,,HVStrategy,487,734483,RSI,487,53.83693824,0,0,LRSI,487,1,1,0,TSI,487,0.660662971,1,0,Broker,487,99926.45,99926.45,BuySell,487,,,BuySell,487,,,DataTrades,487,,
488,10dORHV,488,12/13/11 0:00,,,,16.95,,,stockpx,488,12/13/11 0:00,,,,387.46,,,HVStrategy,488,734484,RSI,488,49.84356466,0,0,LRSI,488,0.809068849,1,0,TSI,488,0.567643616,1,0,Broker,488,99926.45,99926.45,BuySell,488,,,BuySell,488,,,DataTrades,488,,
489,10dORHV,489,12/14/11 0:00,,,,16.46,,,stockpx,489,12/14/11 0:00,,,,380.42,,,HVStrategy,489,734485,RSI,489,44.54721829,0,0,LRSI,489,0.55810084,0,0,TSI,489,-0.989357848,0,1,Broker,489,99926.45,99926.45,BuySell,489,,,BuySell,489,,,DataTrades,489,,
490,10dORHV,490,12/15/11 0:00,,,,16.79,,,stockpx,490,12/15/11 0:00,,,,378.37,,,HVStrategy,490,734486,RSI,490,43.11067732,0,0,LRSI,490,0.431769817,0,0,TSI,490,-2.706657852,0,1,Broker,490,99926.45,99926.45,BuySell,490,,,BuySell,490,,,DataTrades,490,,
491,10dORHV,491,12/16/11 0:00,,,,16.94,,,stockpx,491,12/16/11 0:00,,,,380.32,,,HVStrategy,491,734487,RSI,491,44.92987106,0,0,LRSI,491,0.321832287,0,0,TSI,491,-3.69191711,0,1,Broker,491,99926.45,99926.45,BuySell,491,,,BuySell,491,,,DataTrades,491,,
492,10dORHV,492,12/19/11 0:00,,,,16.42,,,stockpx,492,12/19/11 0:00,,,,381.36,,,HVStrategy,492,734490,RSI,492,45.92308658,0,0,LRSI,492,0,0,1,TSI,492,-4.271369044,0,1,Broker,492,99926.45,99926.45,BuySell,492,,,BuySell,492,,,DataTrades,492,,
